record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,total,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,,,Sum of total,Column Labels,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004148,,,,,,1,3,1955,19560531,19560531,3F10107  010406 R,3F10107  010406 H,3F10510  090072 S,G,H,,,2.82,,,,,,,0,57711,,,57711,B,,,,,,KENDALL CR   01.0406,KENDALL CR HATCHERY,BIG SOOS CR  09.0072,WA,NOWA,NOOK,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004149,,,,,,1,3,1955,19560531,19560531,3F10107  010406 R,3F10107  010406 H,3F10510  090072 S,G,H,,,2.82,,,,,,,0,70644,,,70644,B,,,,,,KENDALL CR   01.0406,KENDALL CR HATCHERY,BIG SOOS CR  09.0072,WA,NOWA,NOOK,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004150,,,,,,1,3,1955,19560531,19560531,3F10107  010120 R,3F10107  010406 H,3F10510  090072 S,G,H,,,2.82,,,,,,,0,19360,,,19360,B,,,,,,NOOKSACK R   01.0120,KENDALL CR HATCHERY,BIG SOOS CR  09.0072,WA,NOWA,NOOK,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004151,,,,,,1,3,1955,19560531,19560531,3F10107  010120 R,3F10107  010406 H,3F10510  090072 S,G,H,,,2.82,,,,,,,0,37120,,,37120,B,,,,,,NOOKSACK R   01.0120,KENDALL CR HATCHERY,BIG SOOS CR  09.0072,WA,NOWA,NOOK,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004152,,,,,,1,3,1955,19560531,19560531,3F10107  010120 R,3F10107  010406 H,3F10510  090072 S,G,H,,,2.82,,,,,,,0,32000,,,32000,B,,,,,,NOOKSACK R   01.0120,KENDALL CR HATCHERY,BIG SOOS CR  09.0072,WA,NOWA,NOOK,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004153,,,,,,1,3,1955,19560531,19560531,3F10107  010120 R,3F10107  010406 H,3F10510  090072 S,G,H,,,2.82,,,,,,,0,19200,,,19200,B,,,,,,NOOKSACK R   01.0120,KENDALL CR HATCHERY,BIG SOOS CR  09.0072,WA,NOWA,NOOK,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004156,,,,,,1,3,1955,19560601,19560601,3F10107  030005 R,3F10107  030017 H,3F10107  030017 S,G,H,,,2.15,,,,,,,0,40320,,,40320,B,,,,,,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004157,,,,,,1,3,1955,19560601,19560601,3F10107  030005 R,3F10107  030017 H,3F10107  030017 S,G,H,,,1.92,,,,,,,0,40420,,,40420,B,,,,,,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004158,,,,,,1,3,1955,19560604,19560604,3F10513  130028 R,3F10510  090072 H,3F10513  130028 S,S,H,,,4.01,,,,,,,0,117945,,,117945,B,,,,,,DESCHUTES R  13.0028,SOOS CREEK HATCHERY,DESCHUTES R  13.0028,WA,SPS,DES,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004159,,,,,,1,3,1955,19560604,19560604,3F42001  270017 R,3F42001  270017 H,3F42001  270017 S,G,H,,,2.26,,,,,,,0,85637,,,85637,B,,,,,,FALLERT CR   27.0017,FALLERT CR HATCHERY,FALLERT CR   27.0017,WA,LOCR,LEWI,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004161,,,,,,1,3,1955,19560605,19560605,3F10513  130028 R,3F10510  090072 H,3F10513  130028 S,S,H,,,4,,,,,,,0,103500,,,103500,B,,,,,,DESCHUTES R  13.0028,SOOS CREEK HATCHERY,DESCHUTES R  13.0028,WA,SPS,DES,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004162,,,,,,1,3,1955,19560606,19560606,3F10513  130028 R,3F10510  090072 H,3F10510  090072 S,G,H,,,2.84,,,,,,,0,540982,,,540982,B,,,,,,DESCHUTES R  13.0028,SOOS CREEK HATCHERY,BIG SOOS CR  09.0072,WA,SPS,DES,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004163,,,,,,1,3,1955,19560606,19560606,3F10107  030005 R,3F10107  030017 H,3F10107  030017 S,G,H,,,1.5,,,,,,,0,45900,,,45900,B,,,,,,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004164,,,,,,1,3,1955,19560606,19560606,3F10107  030005 R,3F10107  030017 H,3F10107  030017 S,G,H,,,1.5,,,,,,,0,55500,,,55500,B,,,,,,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004165,,,,,,1,3,1955,19560606,19560606,3F10806  180272 R,3F10806  180018 H,3F10806  180272 S,F,H,,,0.46,,,,,,,0,99400,,,99400,B,,,,,,ELWHA R      18.0272,DUNGENESS HATCHERY,ELWHA R      18.0272,WA,JUAN,ELDU,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004166,,,,,,1,3,1955,19560606,19560606,3F10806  180272 R,3F10806  180018 H,3F10806  180272 S,F,H,,,0.46,,,,,,,0,100800,,,100800,B,,,,,,ELWHA R      18.0272,DUNGENESS HATCHERY,ELWHA R      18.0272,WA,JUAN,ELDU,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004168,,,,,,1,3,1955,19560607,19560607,3F42001  270168 R,3F42001  270168 H,3F42001  270168 S,G,H,,,1.49,,,,,,,0,395055,,,395055,B,,,,,,LEWIS R      27.0168,LEWIS RIVER HATCHERY,LEWIS R      27.0168,WA,LOCR,LEWI,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004169,,,,,,1,1,1955,19560608,19560608,3F10806  180272 R,3F10806  180018 H,3F10806  180018 S,G,H,,,0.75,,,,,,,0,99536,,,99536,B,,,,,,ELWHA R      18.0272,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004170,,,,,,1,1,1955,19560608,19560608,3F10806  180272 R,3F10806  180018 H,3F10806  180018 S,G,H,,,0.75,,,,,,,0,100464,,,100464,B,,,,,,ELWHA R      18.0272,DUNGENESS HATCHERY,DUNGENESS R  18.0018,WA,JUAN,ELDU,N,,,,,,,,,,,,
N,4.1,20130423,IDFG,IDFG,10,!10SAWT98-01,,,,,,1,1,1996,19980421,19980421,4F-1706020106901.25,4F-1706020106901.25,4F1-17060201069-XUU,S,H,B,VO,32.88,165,N,,,,,5000,43161,,,43161,B,,,,,,SAWTOOTH HATCHERY,SAWTOOTH HATCHERY,SALMON R,ID,SNAK,SALM,N,,,,,,,,,,,,
N,4.1,20160809,ADFG,ADFG,12,!12941ADFG03,,,,,,1,1,1993,19940609,19940609,1F2LC231 3099998,1F2UC247 5010060,1F2UC244 3010050024,S,H,P,,17.4,,N,,,,,0,104477,,,104477,,,,,,,LOWELL CR 231-30,ELMENDORF,CROOKED CR 244-30,AK,CEAK,LCI,N,,,,,,,,,,,,
N,4.1,20160809,ADFG,ADFG,12,!12921ADFG13,,,,,,1,1,1991,19920701,19920701,1F2PW212 2010080246,1F2PW212 2010080461,1F2PW212 2010080461,G,H,P,,2,,N,,,,,0,34800,,,34800,,,,,,,PAXSON LK 212-20,GULKANA,GULKANA R,AK,CNAK,PWS,N,,,,,,,,,,,,
T,4.1,20160809,ADFG,SSRA,1,43701,9,,,,,1,1,1990,19920508,19920508,1F1SE101 9010100,1F1SE101 9010100,1F1SE101 9010100,S,H,P,,43.12,142,N,5000,31263,,,0,61499,5000,638,93400,C,0.02,121,500,,,NEETS BAY 101-90,NEETS BAY,NEETS BAY,AK,SEAK,SESE,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004171,,,,,,1,3,1955,19560610,19560610,3F42001  270168 R,3F42001  270168 H,3F42001  270168 S,G,H,,,2.26,,,,,,,0,98600,,,98600,B,,,,,,LEWIS R      27.0168,LEWIS RIVER HATCHERY,LEWIS R      27.0168,WA,LOCR,LEWI,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004172,,,,,,1,3,1955,19560611,19560611,3F10412  160222 R,3F10412  160222 H,3F10510  090072 S,G,H,,,2.36,,,,,,,0,35451,,,35451,B,,,,,,FINCH CR     16.0222,HOODSPORT HATCHERY,BIG SOOS CR  09.0072,WA,HOOD,SKDO,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004173,,,,,,1,3,1955,19560611,19560611,3F10107  030017 R,3F10107  030017 H,3F10107  030017 S,G,H,,,2.83,,,,,,,0,86983,,,86983,B,,,,,,FRIDAY CR    03.0017,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004176,,,,,,1,3,1955,19560611,19560611,3F42001  280159 R,3F42001  270168 H,3F42001  270168 S,G,H,,,2.01,,,,,,,0,103488,,,103488,B,,,,,,WASHOUGAL R  28.0159,LEWIS RIVER HATCHERY,LEWIS R      27.0168,WA,LOCR,SAWA,N,,,,,,,,,,,,
N,4.1,20160415,IDFG,IDFG,10,!10MCCA94-03,,,,,,1,2,1993,19941003,19941003,4F-1706020803300.00,4F-1705012303330.00,4F2-17060208033-XUU,P,H,B,FR,11.6,101,N,,,,,1,140172,,,140172,B,,,,,,SFK SAL@ KNOX BRIDGE,MCCALL HATCHERY,S FK SALMON,ID,SNAK,SALM,N,,,,,,,,,,,,
N,4.1,20160415,IDFG,IDFG,10,!10MCCA94-04,,,,,,1,2,1993,19940812,19940812,4F-1706020803400.10,4F-1705012303330.00,4F2-17060208033-XUU,P,H,B,FR,5.31,,N,,,,,1,51163,,,51163,B,,,,,,CABIN CRK:S FK SAL R,MCCALL HATCHERY,S FK SALMON,ID,SNAK,SALM,N,,,,,,,,,,,,
N,4.1,20060425,FWS,FWS,7,!07198600107,,,,,,1,3,1985,19860404,19860421,6FCSABAT CNFH,6FCSABAT CNFH,,G,H,P,,1.82,,N,,,,,9,2044279,,,2044279,,,,,,,COLEMAN NFH,COLEMAN NFH,NA,CA,SAFA,SACR,C,,,,,,,,,,,,
T,4.1,20160809,ADFG,ADFG,12,312635,0,,,,,1,1,1997,19980615,19980615,1F2UC244 2010090,1F2UC247 5010060999,1F2UC244 2010090,S,H,P,FR,11.4,,N,5000,47480,,,5000,1318,,,48798,,0.027,72,765,,,NINILCHIK R 244-20,FORT RICHARDSON,NINILCHIK R 244-20,AK,CEAK,UCI,N,,,,,,,,,,,,
T,4.1,20160809,ADFG,NSRA,1,43239,0,,,,,1,1,1988,19900521,19900521,1M1NE115 33,1F1NE112 1110110,1F1NE112 1110110,S,H,P,,30.6,,N,5000,20296,,,5000,247,,,20543,,0.012,4,500,,,LUTAK INLET 115-33,HIDDEN FALLS,HIDDEN FALLS,AK,SEAK,SENE,N,,,,,,,,,,,,
T,4.1,20160809,ADFG,NSRA,1,43658,0,,,,,1,1,1990,19920520,19920520,1M1NE115 34,1F1NE112 1110110,1F1NE112 1110110,S,H,B,,24,,N,5000,9629,,,5000,39,,,9668,,0.004,1,,,,TAIYA INLET 115-34,HIDDEN FALLS,HIDDEN FALLS,AK,SEAK,SENE,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004177,,,,,,1,3,1955,19560611,19560611,3F42001  270173 R,3F42001  270168 H,3F42001  270168 S,G,H,,,1.88,,,,,,,0,153600,,,153600,B,,,,,,LEWIS R -EF  27.0173,LEWIS RIVER HATCHERY,LEWIS R      27.0168,WA,LOCR,LEWI,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004178,,,,,,1,3,1955,19560612,19560612,3F10308  070943 R,3F10308  070943 H,3F10510  090072 S,G,H,,,2.66,,,,,,,0,121481,,,121481,B,,,,,,MAY CR       07.0943,WALLACE R HATCHERY,BIG SOOS CR  09.0072,WA,NPS,SNOH,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004179,,,,,,1,3,1955,19560612,19560612,3F10511  100414 R,3F10511  100414 H,3F10511  100414 S,P,H,,,3.1,,,,,,,0,120998,,,120998,B,,,,,,VOIGHT CR    10.0414,VOIGHTS CR HATCHERY,VOIGHT CR    10.0414,WA,MPS,PUYA,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180377,12,,,,,1,3,2008,20090519,20090519,2FS  GSVIR0118,2FS  GSVIH0118,2FS  GSVIS0118,S,H,P,,5.6,,N,5000,29448,,,0,56420,,,85868,B,,1,200,,"LATE RELEASE. ALSO SEE TAGCODES 180395-96,186311-18,185705 & 185344-45.",R-Cowichan R,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180379,12,,,,,1,3,2008,20090622,20090622,2MS  GSVIR0367,2MS  GSVIH0367,2FS  GSVIS0118,S,H,B,,13.35,,N,5000,25179,,,0,75021,,,100200,B,,1,200,,SEAPEN RELEASE. ALSO SEE TAGCODE 180378.,R-Cowichan Est,H-Cowichan Estuary Seapen,S-Cowichan R,BC,GST,GSVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180380,12,,,,,1,2,2008,20090514,20090515,2FS  TOMFR0161,2FS  TOMFH1958,2FS  TOMFS0161,S,H,P,,4.8,75,N,5000,24233,,,0,24192,5000,749,49174,B,0.03,23,200,,"ALSO SEE TAGCODES 180276,180277 & 180381-85",R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMF,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180381,12,,,,,1,2,2008,20090514,20090515,2FS  TOMFR0161,2FS  TOMFH1958,2FS  TOMFS0161,S,H,P,,4.8,75,N,5000,24735,,,0,24693,5000,765,50193,B,0.03,21,200,,"ALSO SEE TAGCODES 180276-77, 180380 & 180382-85.",R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMF,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004180,,,,,,1,3,1955,19560613,19560613,3F10107  010406 R,3F10107  010406 H,3F10107  010406 S,G,H,,,1.48,,,,,,,0,3951,,,3951,B,,,,,,KENDALL CR   01.0406,KENDALL CR HATCHERY,KENDALL CR   01.0406,WA,NOWA,NOOK,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004181,,,,,,1,3,1955,19560613,19560613,3F10107  010406 R,3F10107  010406 H,3F10107  010406 S,G,H,,,1.73,,,,,,,0,7314,,,7314,B,,,,,,KENDALL CR   01.0406,KENDALL CR HATCHERY,KENDALL CR   01.0406,WA,NOWA,NOOK,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004182,,,,,,1,3,1955,19560613,19560613,3F10107  030005 R,3F10107  030017 H,3F10107  030017 S,G,H,,,2.74,,,,,,,0,15840,,,15840,B,,,,,,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,N,,,,,,,,,,,,
N,4.1,20160829,ODFW,ODFW,5,!05NT9035,,,,,,1,1,2007,20071210,20071224,5F222    1500400000,5F22264  H64    21,5F222    52,F,H,P,FR,0.91,,N,,,,,0,1097,,,1097,B,,,,,FRY RELEASE VO2324,ROGUE R 3,ROGUE R  (STEP),COLE RIVERS HATCHERY,OR,SOOR,ROGU,N,,,,,,,,,,,,
T,4.1,20160829,ODFW,ODFW,5,94578,13,,,,,1,1,2007,20090312,20090312,5F335    0800200000,5F33539  H39    21,5F335    29,S,H,P,FR,21.39,,N,5000,58141,0,349,5000,349,,,58839,C,0.0059,230,506,,"NO ACCLIMATION POND 16 4,166 PIT TAGS",IMNAHA R,LOOKINGGLASS HATCH,IMNAHA R AND TRIBS,OR,SNAK,GRIA,N,,,,,,,,,,,,
N,4.1,20160829,ODFW,ODFW,5,!05NT9032,,,,,,1,1,2007,20071211,20071211,5F333    0200130000,5F33362  H62    21,5F333    24,F,H,P,FR,0.91,,N,,,,,0,3015,,,3015,B,,,,,FRY RELEASE VO2805 K HANS STEP BIO,CALAPOOIA R (WILLAME,SOUTH WILLAMETTE STEP,SANTIAM R S FK,OR,LOCR,WILL,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180382,12,,,,,1,2,2008,20090514,20090515,2FS  TOMFR0161,2FS  TOMFH1958,2FS  TOMFS0161,S,H,P,,4.8,75,N,5000,24744,,,0,24702,5000,765,50211,B,0.03,20,200,,"ALSO SEE TAGCODES 180276-77, 180380-81 & 180383-85.",R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMF,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180383,12,,,,,1,2,2008,20090514,20090515,2FS  TOMFR0161,2FS  TOMFH1958,2FS  TOMFS0161,S,H,P,,4.8,75,N,5000,24929,,,0,24887,5000,771,50587,B,0.03,19,200,,"ALSO SEE TAGCODES 180276-77, 180380-82 & 180384-85.",R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMF,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180384,12,,,,,1,2,2008,20090514,20090515,2FS  TOMFR0161,2FS  TOMFH1958,2FS  TOMFS0161,S,H,P,,4.8,75,N,5000,24854,,,0,24812,5000,769,50435,B,0.03,17,200,,"ALSO SEE TAGCODES 180276-77, 180380-83 & 180385.",R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMF,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180385,12,,,,,1,2,2008,20090514,20090515,2FS  TOMFR0161,2FS  TOMFH1958,2FS  TOMFS0161,S,H,P,,4.8,75,N,5000,25382,,,0,25339,5000,785,51506,B,0.03,16,200,,ALSO SEE TAGCODES 180276-77 & 180380-84.,R-Shuswap R Low,"H-Shuswap River, Middle,",S-Shuswap R Low,BC,FRTH,TOMF,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180386,12,,,,,1,3,2008,20090525,20090525,2FS  SWVIR0104,2FS  SWVIH0104,2FS  SWVIS0104,S,H,P,,4.8,74,N,5000,26221,,,0,369239,5000,165,395625,B,0.0063,1,800,,"ALSO SEE 180387-94, 180881-85, 185960-62 & 180685.",R-Robertson Cr,H-Robertson Creek H,S-Robertson Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180388,12,,,,,1,3,2008,20090525,20090525,2FS  SWVIR0104,2FS  SWVIH0104,2FS  SWVIS0104,S,H,P,,4.8,74,N,5000,25004,,,0,352098,5000,157,377259,B,0.0062,1,800,,"ALSO SEE 180386-87,89-94, 180881-85, 185960-62 & 180685.",R-Robertson Cr,H-Robertson Creek H,S-Robertson Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180390,12,,,,,1,3,2008,20090528,20090528,2FS  SWVIR0104,2FS  SWVIH0104,2FS  SWVIS0104,S,H,P,,4.7,72,N,5000,25272,,,0,283628,5000,127,309027,B,0.005,1,800,,"ALSO SEE 180386-89,91-94, 180881-85, 185960-62 & 180685.",R-Robertson Cr,H-Robertson Creek H,S-Robertson Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180391,12,,,,,1,3,2008,20090528,20090528,2FS  SWVIR0104,2FS  SWVIH0104,2FS  SWVIS0104,S,H,P,,4.7,72,N,5000,25005,,,0,280627,5000,126,305758,B,0.005,1,800,,"ALSO SEE 180386-90,92-94, 180881-85, 185960-62 & 180685.",R-Robertson Cr,H-Robertson Creek H,S-Robertson Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004183,,,,,,1,3,1955,19560613,19560613,3F10107  030017 R,3F10107  030017 H,3F10107  030017 S,G,H,,,2.49,,,,,,,0,50164,,,50164,B,,,,,,FRIDAY CR    03.0017,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004184,,,,,,1,3,1955,19560613,19560613,3F10107  030005 R,3F10107  030017 H,3F10107  030017 S,G,H,,,2.74,,,,,,,0,36630,,,36630,B,,,,,,SAMISH R     03.0005,SAMISH HATCHERY,SAMISH   (FRIDAY CR),WA,NOWA,BESA,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004186,,,,,,1,3,1955,19560613,19560613,3F10308  070943 R,3F10308  070943 H,3F10308  070943 S,G,H,,,2.2,,,,,,,0,146133,,,146133,B,,,,,,MAY CR       07.0943,WALLACE R HATCHERY,MAY CR       07.0943,WA,NPS,SNOH,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004187,,,,,,1,3,1955,19560613,19560613,3F10308  070943 R,3F10308  070943 H,3F10308  070943 S,G,H,,,1.92,,,,,,,0,143710,,,143710,B,,,,,,MAY CR       07.0943,WALLACE R HATCHERY,MAY CR       07.0943,WA,NPS,SNOH,N,,,,,,,,,,,,
T,4.1,20160809,ADFG,ADFG,1,43537,0,,,,,1,1,1989,19910529,19910529,1M1SE102 70,1F1SE101 4710250,1F1SE101 4710250,S,H,B,,19,117,N,5000,9276,,,0,2080,5000,666,12022,P,0.067,140,721,,,THORNE BAY 102-70,DEER MOUNTAIN,KETCHIKAN CR,AK,SEAK,SESE,N,,,,,,,,,,,,
N,4.1,20160829,ODFW,ODFW,5,!05NT9030,,,,,,1,1,2007,20071204,20071204,5F333    0200110000,5F33362  H62    21,5F333    24,F,H,P,FR,0.91,,N,,,,,0,4905,,,4905,B,,,,,FRY RELEASE VO 2805,MILL CR (WILLAMETTE R R-2,SOUTH WILLAMETTE STEP,SANTIAM R S FK,OR,LOCR,WILL,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180392,12,,,,,1,3,2008,20090528,20090528,2FS  SWVIR0104,2FS  SWVIH0104,2FS  SWVIS0104,S,H,P,,4.7,72,N,5000,24620,,,0,276310,5000,124,301054,B,0.005,1,800,,"ALSO SEE 180386-91,93-94, 180881-85, 185960-62 & 180685.",R-Robertson Cr,H-Robertson Creek H,S-Robertson Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004193,,,,,,1,3,1955,19560614,19560614,3F10208  030298 R,3F10208  031421 H,3F10510  090072 S,G,H,,,2.5,,,,,,,0,45377,,,45377,B,,,,,,DAY CR SLOUGH 3.0298,MARBLEMOUNT HATCHERY,BIG SOOS CR  09.0072,WA,SKAG,LOSK,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180393,12,,,,,1,3,2008,20090528,20090528,2FS  SWVIR0104,2FS  SWVIH0104,2FS  SWVIS0104,S,H,P,,4.7,72,N,5000,25148,,,0,282231,5000,126,307505,B,0.005,1,800,,"ALSO SEE 180386-92,94, 180881-85, 185960-62 & 180685.",R-Robertson Cr,H-Robertson Creek H,S-Robertson Cr,BC,WCVI,SWVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180395,12,,,,,1,3,2008,20090519,20090519,2FS  GSVIR0118,2FS  GSVIH0118,2FS  GSVIS0118,S,H,B,,5.6,,N,5000,34963,,,0,66987,,,101950,B,,1,412,,Reared at Nitinat H. Late release,R-Cowichan R,H-Cowichan River H,S-Cowichan R,BC,GST,GSVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180440,0,,,,,1,2,1991,19920611,19920611,2MN  RIVRR0439,2MN  RIVRH0439,2FN  RIVRS0136,S,H,B,,2.5,,N,5000,12047,,,0,336469,5000,205,348721,B,0.0167,1,,,SNOOTLI INC./ SEAPEN REARING- ALSO SEE 18-04-36 TO 39,R-Rivers In,H-Rivers Inlet Seapen,S-Wannock R,BC,COBC,RIVR,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180442,0,,,,,1,3,1991,19920428,19920428,2MS  NWVIR1381,2MS  NWVIH1381,2FS  NWVIS0117,S,H,B,,6.24,80,N,5000,27073,,,0,355103,,,382176,B,,3,300,,TIME OF RELEASE-EARLY. COMBINE WITH 180441. SEE 180443-44(LATE).,R-Conuma Est,H-Conuma Estuary Seapen,S-Conuma R,BC,WCVI,NWVI,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,180444,0,,,,,1,3,1991,19920519,19920519,2MS  NWVIR1381,2MS  NWVIH1381,2FS  NWVIS0117,S,H,B,,7.3,86,N,5000,27481,,,0,222440,,,249921,B,,3,300,,TIME AND SIZE: LATE COMBINE WITH 180443,R-Conuma Est,H-Conuma Estuary Seapen,S-Conuma R,BC,WCVI,NWVI,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004188,,,,,,1,3,1955,19560614,19560614,3F42001  250236 R,3F42001  250236 H,3F42001  250236 S,P,H,,,3.12,,,,,,,0,45454,,,45454,B,,,,,,ELOCHOMAN R  25.0236,ELOCHOMAN HATCHERY,ELOCHOMAN R  25.0236,WA,LOCR,GREL,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004191,,,,,,1,3,1955,19560614,19560614,3F10208  030435 R,3F10208  031421 H,3F10510  090072 S,G,H,,,2.36,,,,,,,0,57185,,,57185,B,,,,,,BAKER R      03.0435,MARBLEMOUNT HATCHERY,BIG SOOS CR  09.0072,WA,SKAG,SKAGG,N,,,,,,,,,,,,
N,4.1,20160826,WDFW,WDFW,4,!04H00004192,,,,,,1,3,1955,19560614,19560614,3F10208  030298 R,3F10208  031421 H,3F10510  090072 S,G,H,,,2.5,,,,,,,0,53685,,,53685,B,,,,,,DAY CR SLOUGH 3.0298,MARBLEMOUNT HATCHERY,BIG SOOS CR  09.0072,WA,SKAG,LOSK,N,,,,,,,,,,,,
T,4.1,20160202,CDFO,CDFO,3,82854,0,,,,,1,3,1990,19910614,19910614,2FS  SWVIR0395,2FS  SWVIH0395,2FS  SWVIS0114,S,H,B,,11.2,,N,5000,5558,,,0,5385,,,10943,B,,27,,,"PEN 2-BOTTOM END OF LAKE. NON-VACCINATED. SEE 082856, 082857",R-Nitinat Lk,H-Nitinat Lakepen,S-Nitinat R,BC,WCVI,SWVI,N,,,,,,,,,,,,
